40;50;0;0;1236
45;68;10;0;1127
45;70;30;0;1125
42;66;10;0;1129
42;68;10;727;782
42;65;10;0;1130
40;69;20;621;702
40;66;20;0;1130
38;68;20;255;324
38;70;10;534;605
35;66;10;357;410
35;69;10;448;505
25;85;20;0;1107
22;75;30;30;92
22;85;10;0;1106
20;80;40;384;429
20;85;40;0;1105
18;75;20;99;148
15;75;20;0;1110
15;80;10;0;1106
30;50;10;0;1136
30;52;20;0;1135
28;52;20;812;883
28;55;10;732;777
25;50;10;0;1131
25;52;40;169;224
25;55;10;0;1130
23;52;10;261;316
23;55;20;0;1128
20;50;10;0;1126
20;55;10;449;504
10;35;20;0;1112
10;40;30;0;1114
8;40;40;87;158
8;45;20;0;1113
5;35;10;283;344
5;45;10;665;716
2;40;20;0;1106
0;40;30;479;522
0;45;20;567;624
35;30;10;264;321
35;32;10;166;235
33;32;20;68;149
33;35;10;0;1129
32;30;10;359;412
30;30;10;541;600
30;32;30;0;1125
30;35;10;0;1127
28;30;10;0;1122
28;35;10;1001;1066
26;32;10;0;1123
25;30;10;0;1121
25;35;10;0;1124
44;5;20;286;347
42;10;40;0;1105
42;15;10;95;158
40;5;30;385;436
40;15;40;0;1111
38;5;30;471;534
38;15;10;0;1110
35;5;20;0;1100
50;30;10;0;1123
50;35;20;262;317
50;40;50;0;1131
48;30;10;632;693
48;40;10;76;129
47;35;10;826;875
47;40;10;12;77
45;30;10;734;777
45;35;10;916;969
95;30;30;387;456
95;35;20;0;1088
53;30;10;0;1122
92;30;10;0;1090
53;35;50;353;412
45;65;20;0;1130
90;35;10;203;260
88;30;10;574;643
88;35;20;109;170
87;30;10;668;731
85;25;10;769;820
85;35;30;0;1098
75;55;20;0;1110
72;55;10;0;1113
70;58;20;458;523
68;60;30;0;1116
66;55;10;0;1119
65;55;20;85;144
65;60;30;645;708
63;58;10;0;1121
60;55;10;0;1125
60;60;10;0;1123
67;85;20;368;441
65;85;40;475;518
65;82;10;0;1105
62;80;30;0;1108
60;80;10;0;1109
60;85;30;0;1105
58;75;20;0;1115
55;80;10;743;820
55;85;20;647;726
