40;50;0;0;240
25;85;20;0;191
22;75;30;0;199
22;85;10;0;190
20;80;40;141;171
20;85;20;0;189
18;75;20;95;125
15;75;20;0;194
15;80;10;91;121
10;35;20;91;121
10;40;30;119;149
8;40;40;59;89
8;45;20;0;197
5;35;10;142;172
5;45;10;35;65
2;40;20;58;88
0;40;20;72;102
0;45;20;149;179
44;5;20;87;117
42;10;40;72;102
42;15;10;122;152
40;5;10;0;185
40;15;40;92;122
38;5;30;65;95
38;15;10;148;178
35;5;20;154;184
95;30;30;0;171
95;35;20;62;92
92;30;10;62;92
90;35;10;67;97
88;30;10;74;104
88;35;20;0;179
87;30;10;131;161
85;25;10;51;81
85;35;30;0;182
67;85;20;139;169
65;85;40;43;73
65;82;10;0;189
62;80;30;75;105
60;80;10;37;67
60;85;30;85;115
58;75;20;92;122
55;80;10;33;63
55;85;20;128;158
55;82;10;64;94
20;82;10;37;67
18;80;10;113;143
2;45;10;45;75
42;5;10;0;184
42;12;10;104;134
72;35;30;0;194
55;20;19;83;113
25;30;3;0;205
20;50;5;91;121
55;60;16;139;169
30;60;16;140;170
50;35;19;130;160
30;25;23;96;126
15;10;20;152;182
10;20;19;0;187
15;60;17;155;185
45;65;9;66;96
65;35;3;52;82
65;20;6;39;69
45;30;17;53;83
35;40;16;11;41
41;37;16;133;163
64;42;9;70;100
40;60;21;144;174
31;52;27;41;71
35;69;23;180;210
65;55;14;65;95
63;65;8;0;202
2;60;5;77;107
20;20;8;141;171
5;5;16;0;172
60;12;31;75;105
23;3;7;150;180
8;56;27;90;120
6;68;30;89;119
47;47;13;192;222
49;58;10;86;116
27;43;9;0;215
37;31;14;0;210
57;29;18;96;126
63;23;2;0;194
21;24;28;87;117
12;24;13;90;120
24;58;19;67;97
67;5;25;144;174
37;47;6;86;116
49;42;13;0;217
53;43;14;14;44
61;52;3;178;208
57;48;23;0;212
56;37;6;0;209
55;54;26;0;214
4;18;35;120;150
26;52;9;0;215
26;35;15;77;107
31;67;3;180;210
